Player,Team,POS,FPTS_STD,FPTS_PPR,FPTS_HPPR,ADP_STD,ADP_PPR,ADP_HPPR,RUSH_ATT,RUSH_YDS,RUSH_TDS,REC,REC_YDS,REC_TDS,FUM_LOST,QB_ATT,QB_CMP,QB_YDS,QB_TDS,QB_INTS,K_FG,K_FGA,K_XPT,DST_SACK,DST_INT,DST_FR,DST_FF,DST_TD,DST_SAFETY,DST_PA,DST_YDS_AGN,ESPN_ID,NFLREADPY_ID,HEADSHOT
Stetson Bennett IV,LAR,QB60,0,0,0,,452.3,,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,4259553,00-0039107,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yfjtnuglgawtwebozxzq"
Bailey Zappe,NYJ,QB84,0,0,0,,840,,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,4250360,00-0038108,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bdiiarfqwhyvsmmxtvg5"
Chris Oladokun,KC,QB85,0,0,0,,842,,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,4044111,00-0037324,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qnyw1gqkqfll2lxppzlv"
Jake Haener,KC,QB81,0,0,0,,701,,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,4243322,00-0038998,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jfxyp1qkekty7jwh5kcr"
Riley Leonard,IND,QB70,0,0,0,,492,,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,4683423,00-0040206,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vzdcrhp4p5kjmuhn7yay"
Tommy DeVito,NE,QB51,0,0,0,,405.5,,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,4240391,00-0038476,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iazdkuygt4kb7j6dgygi"
Kurtis Rourke,SF,QB87,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,4430431,00-0040589,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/my8ws9pavzbxxfulajzd"
Cam Miller,MIA,QB61,0,0,0,,455.5,,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,4693331,00-0040222,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kzi3uhytwrzsdjgi8vel"
Brandon Aubrey,DAL,K1,140.1,140.1,140.1,187,107.2,123.7,,,,,,,,,,,,,33.2,37.3,40.6,,,,,,,,,3953687,00-0037692,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ynyyootbeabm5sx4ejgt"
Matt Gay,LV,K13,137.2,137.2,137.2,252,193.2,228.3,,,,,,,,,,,,,29.9,35.3,47.4,,,,,,,,,,,
Chase McLaughlin,TB,K4,136.6,136.6,136.6,238,145.8,188.7,,,,,,,,,,,,,30.1,32.9,46.3,,,,,,,,,3150744,00-0035358,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vwefhtevyn2qxauchan5"
Jake Elliott,PHI,K6,134.2,134.2,134.2,245,167,208.7,,,,,,,,,,,,,29.3,34.2,46.4,,,,,,,,,3050478,00-0033787,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v35j7b3tofdn0kfskdhj"
Tyler Bass,BUF,K7,133.4,133.4,133.4,234.5,167.8,205.3,,,,,,,,,,,,,27.4,32.9,51.3,,,,,,,,,3917232,00-0036162,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zqfia1sgrigi3son5fkw"
Cameron Dicker,LAC,K3,131.3,131.3,131.3,197.5,133.5,139.3,,,,,,,,,,,,,31.2,34.3,37.8,,,,,,,,,4362081,00-0037224,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vd4nd1hoax82j7fi2bx0"
Tyler Loop,BAL,K11,129.7,129.7,129.7,255,190.3,208.7,,,,,,,,,,,,,27.4,32.5,47.7,,,,,,,,,4697745,00-0040074,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vp3vows5aq3sgnadgtjf"
Jake Bates,DET,K2,128.9,128.9,128.9,208,130.5,150.3,,,,,,,,,,,,,27,30.3,48.1,,,,,,,,,4689936,00-0039172,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/heh3zqyv3tqapnpnzgoj"
Harrison Butker,KC,K9,128.3,128.3,128.3,223,171.7,187.3,,,,,,,,,,,,,28.7,33.3,42.3,,,,,,,,,3055899,00-0033303,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ove4pmnrtqtuyta6rrlc"
Ka'imi Fairbairn,HOU,K8,127.8,127.8,127.8,212,171.2,187.7,,,,,,,,,,,,,30.7,34.7,35.8,,,,,,,,,2971573,00-0032726,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nbrs7doetqydf2rzhjjl"
Brandon McManus,GB,K17,127.7,127.7,127.7,220,226.2,202,,,,,,,,,,,,,27.7,32.3,44.5,,,,,,,,,16339,00-0029822,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qvwi9b1vfkn0wlmdl7ej"
Chris Boswell,PIT,K5,126.1,126.1,126.1,249.5,157.7,186,,,,,,,,,,,,,30.2,33.7,35.5,,,,,,,,,17372,00-0031136,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rxbnhvnfjmheuryvdmuf"
Evan McPherson,CIN,K15,125.5,125.5,125.5,246,204.7,212,,,,,,,,,,,,,26.2,32.6,46.9,,,,,,,,,4360234,00-0036854,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cpvujaqwscupzvbbx7oe"
Wil Lutz,DEN,K12,125.4,125.4,125.4,254,192,197.3,,,,,,,,,,,,,28.4,32.3,40.2,,,,,,,,,2985659,00-0032569,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lcfurzhyjudmrwjxkgfs"
Will Reichard,MIN,K18,125.1,125.1,125.1,282,231.6,237,,,,,,,,,,,,,28,33.3,41.2,,,,,,,,,4567104,00-0039404,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r1g0mqxqc23tmqmgdbwm"
Chad Ryland,ARI,K29,124.2,124.2,124.2,313,344.3,313,,,,,,,,,,,,,28.4,34,39,,,,,,,,,4363538,00-0038567,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hqbrncv4ktphfcmkf23g"
Joshua Karty,ARI,K21,122.6,122.6,122.6,286,247,246.5,,,,,,,,,,,,,28,33.3,38.6,,,,,,,,,4566192,00-0039750,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j51z79en8vs3qdgkvnn5"
Spencer Shrader,IND,K26,120.7,120.7,120.7,,331.7,,,,,,,,,,,,,,27.5,32.7,38.2,,,,,,,,,4571557,00-0039576,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i63zrj1idnss37cpe1yo"
Daniel Carlson,LV,K16,120.5,120.5,120.5,292,217.2,229,,,,,,,,,,,,,29.2,34.1,32.8,,,,,,,,,3051909,00-0034161,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gsvj7rtvqwbwdeho8whf"
Jake Moody,WAS,K19,119.6,119.6,119.6,290,236.2,236.5,,,,,,,,,,,,,26.3,33.7,40.7,,,,,,,,,4372066,00-0038562,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wkqqi3zfucoti8g5ncob"
Cam Little,JAX,K10,118.8,118.8,118.8,238,180.2,190.7,,,,,,,,,,,,,27.4,30.7,36.5,,,,,,,,,4686361,00-0039409,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pfdod5cds77uznkotipk"
Cairo Santos,CHI,K22,117.3,117.3,117.3,,247.7,,,,,,,,,,,,,,26.7,30.7,37.1,,,,,,,,,17427,00-0031203,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w5mfvjfuflbitwuji1yx"
Jason Myers,SEA,K20,116.6,116.6,116.6,,238,,,,,,,,,,,,,,27.5,31.1,34.2,,,,,,,,,2473037,00-0031492,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rnw5znsm0hrekqvztiog"
Nick Folk,ATL,K28,112.4,112.4,112.4,,344,,,,,,,,,,,,,,26.3,29.4,33.4,,,,,,,,,10621,00-0025565,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qcfiv2cc7ky37yq9iklp"
Blake Grupe,IND,K25,109.8,109.8,109.8,,311.3,,,,,,,,,,,,,,26.5,31.1,30.1,,,,,,,,,4259619,00-0038905,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/de3vz6xjjo9paba6encd"
Joey Slye,TEN,K27,108.8,108.8,108.8,,334,,,,,,,,,,,,,,25.8,31.7,31.4,,,,,,,,,3124084,00-0035192,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xokfs27mtqrbb0y47ahn"
Ryan Fitzgerald,CAR,K24,108.1,108.1,108.1,,293.5,,,,,,,,,,,,,,24.5,29.4,34.6,,,,,,,,,4568263,00-0040279,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/abfug5vjak5ixdcqca7x"
Andy Borregales,NE,K23,107.3,107.3,107.3,,283.3,,,,,,,,,,,,,,24.8,29.7,32.8,,,,,,,,,4569923,00-0040200,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jgxnjxhysqwqk4fgf1ke"
Jason Sanders,NYG,K14,102.7,102.7,102.7,280,194,225,,,,,,,,,,,,,23.7,26.7,31.5,,,,,,,,,,,
Andre Szmyt,CLE,K31,94.5,94.5,94.5,,391,,,,,,,,,,,,,,22.9,27.8,25.7,,,,,,,,,4258620,00-0038428,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tkah6glpysuyq2a54gts"
Riley Patterson,MIA,K33,30.6,30.6,30.6,,406,,,,,,,,,,,,,,7.1,8.9,9.2,,,,,,,,,4243371,00-0036816,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gzvyb1u3dueikfy3otlq"
Cade York,NYJ,K35,0,0,0,,458,,,,,,,,,,,,,,0,0,0,,,,,,,,,4428963,00-0038097,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/irts9o3l9mzopvyg7c25"
Lucas Havrisik,GB,K38,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,4245661,00-0038152,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dpkfsna78iqtafg1fpdm"
Harrison Mevis,LAR,K30,0,0,0,,354.5,,,,,,,,,,,,,,0,0,0,,,,,,,,,4574716,00-0039498,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/llxz144jnuzivgcvbxrl"
Eddy Pineiro,SF,K32,0,0,0,,399,,,,,,,,,,,,,,0,0,0,,,,,,,,,4034949,00-0034173,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/l4rrfcuczjau7q02h2iz"
Zane Gonzalez,MIA,K34,0,0,0,,452,,,,,,,,,,,,,,0,0,0,,,,,,,,,3043234,00-0033862,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tytaxive5qhdumjqy2o2"
Philadelphia Eagles,,DST2,116.3,116.3,116.3,156,114.5,131.7,,,,,,,,,,,,,,,,45.7,13.8,13.3,23.1,2.8,0,344.1,5501.4,,DST_PHI,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/phi.png&h=200&w=200
Denver Broncos,,DST1,116.3,116.3,116.3,148.5,105.2,127.7,,,,,,,,,,,,,,,,52.4,12.5,11.1,15.6,2.6,0.5,341.6,5364.5,,DST_DEN,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/den.png&h=200&w=200
Buffalo Bills,,DST5,115.9,115.9,115.9,202.5,136.7,197.3,,,,,,,,,,,,,,,,45.3,14,12.7,21.2,2.7,0.5,345.1,5809.6,,DST_BUF,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/buf.png&h=200&w=200
Houston Texans,,DST6,115,115,115,189,141.5,184.3,,,,,,,,,,,,,,,,47.5,15.2,10,14.2,2.7,0.5,352.3,5550.6,,DST_HOU,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/hou.png&h=200&w=200
Baltimore Ravens,,DST3,114.8,114.8,114.8,188.5,120.7,158.7,,,,,,,,,,,,,,,,52.5,14,9.7,13.7,2.3,0.5,341.1,5327.8,,DST_BAL,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/bal.png&h=200&w=200
Green Bay Packers,,DST8,112.6,112.6,112.6,217.5,160,209,,,,,,,,,,,,,,,,47.3,12.8,12.1,18.7,2.4,0.5,355.6,5579,,DST_GB,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/gb.png&h=200&w=200
Pittsburgh Steelers,,DST4,110.8,110.8,110.8,165.5,133.7,146.3,,,,,,,,,,,,,,,,44,13.6,12.4,20.3,2.5,0,348.2,5691.2,,DST_PIT,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/pit.png&h=200&w=200
Minnesota Vikings,,DST7,108.5,108.5,108.5,178,145,162.7,,,,,,,,,,,,,,,,45.8,13.6,10.2,15.1,2.5,0,356.3,5324.1,,DST_MIN,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/min.png&h=200&w=200
New York Giants,,DST21,107.6,107.6,107.6,259,221.5,232.7,,,,,,,,,,,,,,,,50.6,10.4,11.9,19.2,2,0,420,5832,,DST_NYG,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/nyg.png&h=200&w=200
Detroit Lions,,DST10,104.9,104.9,104.9,214,168,196.3,,,,,,,,,,,,,,,,43,13.9,9.6,14.2,2.5,0,375.9,5788.9,,DST_DET,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/det.png&h=200&w=200
Los Angeles Rams,,DST20,104.1,104.1,104.1,242,221.2,231.3,,,,,,,,,,,,,,,,45,13.2,9.1,14.8,2.2,0.5,375.6,5912.2,,DST_LA,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/la.png&h=200&w=200
Los Angeles Chargers,,DST18,103.6,103.6,103.6,257.5,213.2,253,,,,,,,,,,,,,,,,47,12.3,9.9,15.3,2.1,0,370.7,5812.3,,DST_LAC,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/lac.png&h=200&w=200
San Francisco 49ers,,DST9,103.1,103.1,103.1,195.5,166,193.7,,,,,,,,,,,,,,,,43,13.3,8.8,13.8,2.3,1,384.8,5632.9,,DST_SF,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/sf.png&h=200&w=200
Washington Commanders,,DST17,102.9,102.9,102.9,213,212.3,210.7,,,,,,,,,,,,,,,,46,11.4,10.3,15.9,2.1,0.5,399.3,6088.8,,DST_WAS,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/was.png&h=200&w=200
Tampa Bay Buccaneers,,DST14,102.9,102.9,102.9,240.5,201.2,219.7,,,,,,,,,,,,,,,,44.2,11.8,11,16.7,2,0.5,374.6,5713.4,,DST_TB,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/tb.png&h=200&w=200
Dallas Cowboys,,DST19,102.6,102.6,102.6,266,213.8,262,,,,,,,,,,,,,,,,47.6,11.2,9.5,16.5,2.3,0,414.7,6175.3,,DST_DAL,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/dal.png&h=200&w=200
Kansas City Chiefs,,DST11,102.3,102.3,102.3,208.5,173.8,184.7,,,,,,,,,,,,,,,,45.7,11.8,9.3,14.3,2.2,0.5,348.2,5585.3,,DST_KC,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/kc.png&h=200&w=200
Seattle Seahawks,,DST12,101.2,101.2,101.2,237,197,226.3,,,,,,,,,,,,,,,,45.1,12.9,8.6,13.7,2,0.5,362.7,5633.7,,DST_SEA,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/sea.png&h=200&w=200
Chicago Bears,,DST15,100.8,100.8,100.8,255,211.4,220.5,,,,,,,,,,,,,,,,40.4,13,10.2,17.4,2.2,0.5,385.9,5911.4,,DST_CHI,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/chi.png&h=200&w=200
Arizona Cardinals,,DST13,99.7,99.7,99.7,230,197.3,225,,,,,,,,,,,,,,,,43.2,12,9.2,14.8,2.1,1,392.1,5828.5,,DST_ARI,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/ari.png&h=200&w=200
Indianapolis Colts,,DST26,99.6,99.6,99.6,292,264.8,341,,,,,,,,,,,,,,,,41,12.6,9.8,15.1,2,1,403.6,5691.4,,DST_IND,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/ind.png&h=200&w=200
Cleveland Browns,,DST24,98.7,98.7,98.7,306,230,264,,,,,,,,,,,,,,,,44.9,11.1,9.2,14.4,2.2,0,420.9,5982.7,,DST_CLE,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/cle.png&h=200&w=200
New York Jets,,DST22,98.7,98.7,98.7,247,223.5,235.7,,,,,,,,,,,,,,,,43.4,12.1,9.6,14.6,1.8,0.5,388.6,5385.2,,DST_NYJ,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/nyj.png&h=200&w=200
Cincinnati Bengals,,DST23,96.2,96.2,96.2,293,223.8,252.5,,,,,,,,,,,,,,,,40.1,12.4,9.4,14.7,2.1,0,422.9,6155.6,,DST_CIN,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/cin.png&h=200&w=200
Las Vegas Raiders,,DST27,93.9,93.9,93.9,302.5,267.3,328.5,,,,,,,,,,,,,,,,42.7,11.3,7.9,12.5,1.9,0.5,419.9,5786,,DST_LV,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/lv.png&h=200&w=200
Miami Dolphins,,DST25,92.6,92.6,92.6,265.5,254,261,,,,,,,,,,,,,,,,39.8,11.1,8.9,13.5,2,0.5,393.5,5691.2,,DST_MIA,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/mia.png&h=200&w=200
Atlanta Falcons,,DST31,92.2,92.2,92.2,,231,,,,,,,,,,,,,,,,,39.3,11.6,8.5,14,1.9,0.5,414.1,5996.2,,DST_ATL,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/atl.png&h=200&w=200
Jacksonville Jaguars,,DST29,92.1,92.1,92.1,296,304.7,348,,,,,,,,,,,,,,,,39.2,11.7,8.4,12.2,2,0.5,415.1,5878.2,,DST_JAX,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/jax.png&h=200&w=200
New Orleans Saints,,DST28,92,92,92,298,282,351,,,,,,,,,,,,,,,,39.1,13.3,7.6,10.2,1.8,0,396.9,6100.7,,DST_NO,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/no.png&h=200&w=200
Tennessee Titans,,DST30,89.7,89.7,89.7,240,311,230,,,,,,,,,,,,,,,,39.9,10.7,8.5,13.8,1.7,0.5,423.2,5713.4,,DST_TEN,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/ten.png&h=200&w=200
New England Patriots,,DST16,86.4,86.4,86.4,263,212.2,240.7,,,,,,,,,,,,,,,,35.9,11.5,8,11.2,1.9,0,408.7,5649.3,,DST_NE,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/ne.png&h=200&w=200
Carolina Panthers,,DST32,83.2,83.2,83.2,,309.3,,,,,,,,,,,,,,,,,34.8,11.2,7.8,11.4,1.7,0,442.6,6300.8,,DST_CAR,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/car.png&h=200&w=200
