Player,Team,POS,FPTS_STD,FPTS_PPR,FPTS_HPPR,ADP_STD,ADP_PPR,ADP_HPPR,RUSH_ATT,RUSH_YDS,RUSH_TDS,REC,REC_YDS,REC_TDS,FUM_LOST,QB_ATT,QB_CMP,QB_YDS,QB_TDS,QB_INTS,K_FG,K_FGA,K_XPT,DST_SACK,DST_INT,DST_FR,DST_FF,DST_TD,DST_SAFETY,DST_PA,DST_YDS_AGN,ESPN_ID,NFLREADPY_ID,HEADSHOT
James Cook III,BUF,RB13,202.1,233.6,217.9,31.5,29.5,28.7,232.5,1090,9.8,31.6,258.7,1.9,1.4,,,,,,,,,,,,,,,,,4379399,00-0037248,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/anjbznqb9i21wzcgrtbs"
James Mitchell,CAR,TE102,2.3,4.1,3.2,,834,,0,0,0,1.9,17.8,0.1,0,,,,,,,,,,,,,,,,,4361988,00-0037282,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ragin6kbjyfeffii1hrl"
Jameson Williams,DET,WR20,147.9,210.3,179.1,59,60.2,62,7.4,63.4,0.8,62.4,991,6.4,0.5,,,,,,,,,,,,,,,,,4426388,00-0037240,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gpjarmglg1jhwq5wr1uu"
Jared Wiley,KC,TE90,7.6,13,10.3,,473,,0,0,0,5.4,53.1,0.4,0,,,,,,,,,,,,,,,,,4430723,00-0039824,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dd7n41tzytkvgbrqvtda"
Jarquez Hunter,LAR,RB69,44.4,51.5,47.9,219.5,307,247.5,61.6,250.9,2,7.1,61.3,0.4,0.7,,,,,,,,,,,,,,,,,4710341,00-0040692,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/k4mncnazqbnewpg5uwdm"
Jason Brownlee,KC,WR169,0.7,1.2,1,,422.5,,0,0,0,0.5,7,0,0,,,,,,,,,,,,,,,,,4689988,00-0038492,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gnqpsix71nvcuclltghc"
Javonte Williams,DAL,RB34,116.6,150.9,133.8,99,111.7,112.7,167.4,641.6,4.4,34.3,219.9,0.9,0.6,,,,,,,,,,,,,,,,,4361579,00-0036997,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hwzske22c4wrlf27qrih"
Jaxon Smith-Njigba,SEA,WR19,151.6,244.8,198.2,30,34.5,33,2.7,20.9,0,93.1,1110.7,6.6,0.6,,,,,,,,,,,,,,,,,4430878,00-0038543,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jpvhsregfvw46mlyckzj"
Jayden Higgins,HOU,WR57,89.3,139.3,114.3,127.5,151.2,147.3,0.7,4,0,50,663.6,3.9,0.4,,,,,,,,,,,,,,,,,4877706,00-0040130,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wrdw1u4onrmfuuluuipk"
Jayden Reed,GB,WR44,111.8,164.3,138,108.5,129,118.7,11.1,79.8,0.7,52.6,703.2,5.2,0.9,,,,,,,,,,,,,,,,,4362249,00-0039146,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/blh2tfg9qjthqo2g6ot4"
Jaydon Blue,DAL,RB44,89.4,112.2,100.8,128,142.3,137,113.8,496.2,3.1,22.9,176.6,0.9,0.8,,,,,,,,,,,,,,,,,4685279,00-0040586,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jhbmit7yp8dlhepncsvp"
Jaylen Waddle,DEN,WR30,130.4,208.2,169.3,71.5,72.2,69.3,2.8,16.4,0.1,77.7,993.3,5,0.5,,,,,,,,,,,,,,,,,4372016,00-0036613,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dsxd2zcqm42wsv4ewtfc"
Jaylen Warren,PIT,RB29,129.1,178.8,154,80,87.5,82,148.9,666,3.6,49.8,361.3,1.2,1.1,,,,,,,,,,,,,,,,,4569987,00-0037228,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f3txbqdarbabqtq4sx98"
Jaylen Wright,MIA,RB56,67,77.5,72.2,198.5,214.8,203,108.2,426.9,2.8,10.5,71.2,0.5,1.1,,,,,,,,,,,,,,,,,4682745,00-0039874,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i3wlfgqsynl7qaa4tsqw"
Jaylin Lane,WAS,WR123,13.3,20.2,16.7,258,466,258,2.2,13.5,0.1,6.9,79.6,0.5,0.1,,,,,,,,,,,,,,,,,4602667,00-0040164,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ozgin9atyuq92buo2eoa"
Jaylin Noel,HOU,WR99,35,56.7,45.8,238.5,309,268,0,13,0,21.8,251.2,1.4,0,,,,,,,,,,,,,,,,,4586312,00-0040138,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dajbyvtsggwqinlijxnf"
Jelani Woods,NYJ,TE89,7.7,11.2,9.4,,669,,0,0,0,3.5,46.5,0.5,0,,,,,,,,,,,,,,,,,4241410,00-0037755,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jpipxh1d5vzrwaug8djv"
Jeremy McNichols,WAS,RB95,17.7,20.4,19.1,,399.5,,21.9,93,1.1,2.7,15.3,0,0,,,,,,,,,,,,,,,,,3127586,00-0033955,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kegqjj5pv7xidm0xwtpy"
Jeremy Ruckert,NYJ,TE53,19.4,35.6,27.5,,490.5,,0,0,0,16.2,139.3,0.9,0,,,,,,,,,,,,,,,,,4361372,00-0037805,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jnwpnpbukmzrsuutpufx"
Jerome Ford,WAS,RB37,106.3,140.6,123.5,132.5,157.7,145.3,142.7,589,3.1,34.3,238.4,1.1,0.8,,,,,,,,,,,,,,,,,4372019,00-0037267,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/djggmwo5v8osoboiseo2"
Jerry Jeudy,CLE,WR29,136.9,219.7,178.3,68.5,74.5,76.3,0.3,4.8,0,82.8,1121.9,4.2,0.6,,,,,,,,,,,,,,,,,4241463,00-0036407,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szca1v9butuqkjs7ekpm"
Jimmy Horn Jr.,CAR,WR122,13.6,21.8,17.7,,304.5,,0,0,0,8.2,98.1,0.6,0,,,,,,,,,,,,,,,,,4708486,00-0040218,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gggcgfbghcft0xwxtrhk"
John Bates,WAS,TE75,10.6,18.4,14.5,,478,,0,0,0,7.8,74.3,0.5,0,,,,,,,,,,,,,,,,,4048228,00-0036628,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/edpnkleev10rpzfgjakv"
John Metchie III,CAR,WR135,8.6,14.8,11.7,,368.7,,0,0,0,6.2,68.2,0.3,0,,,,,,,,,,,,,,,,,4567096,00-0037614,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u7ir1sy2vrpidvwpndqd"
Johnny Mundt,PHI,TE59,16.5,29.9,23.2,,482,,0,0,0,13.4,115.2,0.8,0,,,,,,,,,,,,,,,,,3052096,00-0033246,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dnvrns7mliks2ptijfo0"
Jonathan Mingo,DAL,WR175,0,0,0,,494.3,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,4426485,00-0039062,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/adaubthdtcqe2ez7dw9w"
Jonathan Taylor,IND,RB6,230.3,258.9,244.6,21.5,19.8,17.7,310.7,1413.1,10.7,28.5,204.2,1.3,1.6,,,,,,,,,,,,,,,,,4242335,00-0036223,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uwmnrhwtwug0wrgkomjk"
Jonathon Brooks,CAR,RB129,0,0,0,,582.5,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,4678008,00-0039344,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jah18lvdpgwurx7dgys4"
Jordan Addison,MIN,WR41,113.5,171.5,142.5,83.5,95.7,96.3,0.9,6.6,0.2,58,760.6,6.1,0.4,,,,,,,,,,,,,,,,,4429205,00-0038994,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s2ey8g5memyqvxc52uzy"
Jordan James,SF,RB101,9.8,10.8,10.3,212,343.8,293,18.2,63,0.4,1,12,0,0,,,,,,,,,,,,,,,,,4685397,00-0040177,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vhkfigionbm4xwjcbfzg"
Jordan Mason,MIN,RB33,117.1,133.3,125.2,98,101.5,86.7,164.2,755.5,4.7,16.2,118.4,0.5,0.7,,,,,,,,,,,,,,,,,4360569,00-0037525,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ixykwytfrfz1cdxlhj5w"
Jordan Watkins,SF,WR144,5.6,8.6,7.1,,567.5,,0,2.5,0,3,42.7,0.2,0,,,,,,,,,,,,,,,,,4431466,00-0040172,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cdwpo3lveebc92rzcdas"
Jordan Whittington,LAR,WR82,55.1,89,72.1,282,383,357,1.1,13.9,0,33.9,395,2.4,0.1,,,,,,,,,,,,,,,,,4569382,00-0039751,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w5h5q9jwyaimdjlnracx"
Josh Downs,IND,WR50,103.4,172.4,137.9,113,127.3,126,0.3,5.8,0,69,767.3,4.5,0.5,,,,,,,,,,,,,,,,,4688813,00-0038997,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gqozitn9vxnp8acz6wwg"
Josh Jacobs,GB,RB7,229.5,267.5,248.5,16.5,16,13.7,291,1234.2,11.5,38,315,1.5,1.5,,,,,,,,,,,,,,,,,4047365,00-0035700,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/drtobqw2mk7yw3edjgwo"
Josh Oliver,MIN,TE46,27.1,44.1,35.6,,382,,0,0,0,17,179.5,1.5,0,,,,,,,,,,,,,,,,,3921690,00-0035249,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pfvhbfguzu6wv9ikluop"
Josh Whyle,GB,TE103,1.6,3.1,2.3,,515,,0,0,0,1.5,15.5,0,0,,,,,,,,,,,,,,,,,4360086,00-0038589,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/anwoxedspnle4xdk0cnl"
Josh Williams,TB,RB115,2.6,2.6,2.6,,530.5,,4.5,18.8,0.1,0,0,0,0,,,,,,,,,,,,,,,,,4568024,00-0040429,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sdsmzjq9e7ccae9imvbm"
Joshua Palmer,BUF,WR59,84.6,129,106.8,190.5,194.8,176,0,0.5,0,44.5,622.5,3.8,0.1,,,,,,,,,,,,,,,,,,,
Julian Hill,NE,TE51,21.2,38.3,29.7,,410.7,,0,0,0,17.2,153.9,1.1,0.4,,,,,,,,,,,,,,,,,4365395,00-0038720,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yogwwyzq4sydycahhbgw"
Julius Chestnut,TEN,RB83,28.8,38.9,33.9,,478.5,,36.7,144.3,0.8,10.2,74.4,0.3,0,,,,,,,,,,,,,,,,,4367567,00-0037594,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/glst6wabuuvbrssmidng"
Justice Hill,BAL,RB59,56.6,83.9,70.2,188,218,207,41.9,185.3,1.2,27.3,221.2,1.7,0.4,,,,,,,,,,,,,,,,,4038441,00-0034975,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/h6p9crhra8ehxju3ubza"
Justin Jefferson,MIN,WR2,200.2,303.7,252,5,5,5.3,0.5,2.2,0,103.5,1443.3,9.5,0.6,,,,,,,,,,,,,,,,,4262921,00-0036322,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f0ccavu3ppzcs51e1cuv"
Justin Shorter,LV,WR172,0,0,0,,691,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Justin Watson,HOU,WR143,5.7,9,7.4,,415.5,,0,0,0,3.3,44.8,0.2,0,,,,,,,,,,,,,,,,,3118892,00-0034386,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/unqrnkfpqg7juhlbyp4v"
Juwan Johnson,NO,TE24,67.4,114.4,90.9,239,279,279.5,0,0,0,47,486.4,3.2,0.2,,,,,,,,,,,,,,,,,3929645,00-0036040,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wuyyzdqkh5fve8t7kfuv"
KaVontae Turpin,DAL,WR91,47.7,71.3,59.5,,277.5,,8.3,57.9,0.5,23.7,289.7,1.9,0.7,,,,,,,,,,,,,,,,,3676833,00-0037801,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cgjwzierootp8gjem5oe"
Kaleb Johnson,PIT,RB27,146.1,169,157.6,78.5,81.2,75.3,206.6,864.2,6.6,22.9,175.3,1,1.7,,,,,,,,,,,,,,,,,4819231,00-0040142,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sblojderaku4qta1lj2b"
Kalel Mullings,TEN,RB91,20.9,25.1,23,,416,,28.5,118.9,0.9,4.2,32.3,0.1,0,,,,,,,,,,,,,,,,,4429121,00-0040205,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jaymtuoljhnetzekrgqx"
Kalif Raymond,CHI,WR108,24.3,38.8,31.6,,413.3,,0,4,0,14.5,182.3,1.1,0.6,,,,,,,,,,,,,,,,,2973405,00-0032464,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e5z8bskwg89hqtsjwwgj"
Kameron Johnson,TB,WR178,0,0,0,,598,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,5097554,00-0039589,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ms7auybbkq1nwbd2ev0d"
Kayshon Boutte,NE,WR81,58.7,90.6,74.6,283,327.8,313.5,0,0,0,31.9,428.1,2.7,0.1,,,,,,,,,,,,,,,,,4429022,00-0038608,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mg4icjqhwhnc5uobmau5"
KeAndre Lambert-Smith,LAC,WR126,11.4,17.3,14.4,310,331.3,310,0,3,0,5.9,77.6,0.6,0,,,,,,,,,,,,,,,,,4430870,00-0040184,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xhhzgylwh0ptvpaghnuu"
Keaton Mitchell,LAC,RB61,54,63.2,58.6,233,240.5,202,66.1,322.4,1.7,9.1,85.5,0.5,0,,,,,,,,,,,,,,,,,4596334,00-0038454,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/klpn2btfhgfv5a8dp3jj"
Keenan Allen,LAC,WR54,91.6,146.9,119.3,156.5,146.8,144.7,0.3,2,0,55.4,638.8,4.8,0.6,,,,,,,,,,,,,,,,,15818,00-0030279,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ri267r6lzfwarh89hsn6"
Keilan Robinson,NYJ,RB121,1.1,2.1,1.6,,745,,0,4,0,1,7,0,0,,,,,,,,,,,,,,,,,4567095,00-0039385,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwck4trpye67fej3gm6b"
Kendre Miller,NO,RB52,73,85.1,79.1,,,,110.2,416.5,3.7,12,90,0.2,0.5,,,,,,,,,,,,,,,,,4599739,00-0038551,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jz3mpvifmldus3ipdvu1"
Kendrick Bourne,ARI,WR158,2.7,4.7,3.7,,506.5,,0,5,0,2,22,0,0,,,,,,,,,,,,,,,,,3045523,00-0033307,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rroh157jvpywprbfn3vx"
Kene Nwangwu,NYJ,RB127,0,0,0,,653,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,4035537,00-0036842,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rlnqgz517fsohrndgjrb"
Kenneth Gainwell,TB,RB71,43.3,56,49.6,254,322.7,254,59.5,229.6,1.6,12.7,89.7,0.4,0.4,,,,,,,,,,,,,,,,,4371733,00-0036919,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f74x1ywy7oo5kq81vblh"
Kenneth Walker III,KC,RB19,178.4,221.4,199.9,42,41,39.7,233.4,948.3,8,43,308.1,1.3,1.3,,,,,,,,,,,,,,,,,4567048,00-0038134,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mnzsnemdzbey5hbahdhk"
Keon Coleman,BUF,WR37,118.3,170.6,144.5,116.5,118,130.7,0.3,3.8,0,52.3,822.3,6.1,0.5,,,,,,,,,,,,,,,,,4635008,00-0039901,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f3cx4kmpdmqftr79ueiv"
Khalil Shakir,BUF,WR46,108.7,179.8,144.2,92,105.7,110,0.5,3,0,71,803.1,4.9,0.6,,,,,,,,,,,,,,,,,4373678,00-0037261,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/otadttbhvkmavhsonnqm"
Kimani Vidal,LAC,RB92,19.7,26.1,22.9,,525.5,,39.6,95.1,0.5,6.4,48.8,0.4,0,,,,,,,,,,,,,,,,,4430968,00-0039391,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/huwihtava8gkxzb4cxb8"
Ko Kieft,TB,TE97,4.6,6.1,5.4,,844,,0,0,0,1.5,16,0.5,0,,,,,,,,,,,,,,,,,4034779,00-0037311,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ibtxauqcq4tjq4xsgf6a"
Konata Mumpfield,LAR,WR154,3,4.8,3.9,,504.5,,0,0,0,1.8,21.2,0.2,0,,,,,,,,,,,,,,,,,4710855,00-0040590,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/psy72cl8ko1zp7vkbvga"
Kyle Juszczyk,SF,RB89,22.4,36.8,29.6,,251,,5.9,24.2,0.3,14.4,136.8,0.8,0.4,,,,,,,,,,,,,,,,,,,
Kyle Monangai,CHI,RB68,45.7,52.1,48.9,180,248.8,182,44.3,265.6,2.4,6.4,45.5,0.1,0.1,,,,,,,,,,,,,,,,,4608686,00-0040236,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cici2wf1walmoluhe95i"
Kyle Pitts Sr.,ATL,TE10,90.2,141.4,115.8,139.5,135.7,135.3,0,0,0,51.2,648.4,4.2,0.1,,,,,,,,,,,,,,,,,,,
Kyle Williams,NE,WR80,58.7,92.2,75.5,176,200.3,200.5,2.1,13.3,0,33.5,428.5,2.5,0.4,,,,,,,,,,,,,,,,,4613202,00-0040131,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bu31c2ino065kazsn541"
Kylen Granson,TEN,TE94,5.2,9.2,7.2,,420,,0,0,0,4,45.1,0.1,0,,,,,,,,,,,,,,,,,4039160,00-0036876,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ysbxmdw4da30q3kjb571"
Kyren Williams,LAR,RB8,221.3,254.8,238.1,25,24.2,24,291.7,1249.3,11.6,33.5,212.9,1.7,2.3,,,,,,,,,,,,,,,,,4430737,00-0037840,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/smsyrjrwy0lf0hu9hkvg"
LaJohntay Wester,BAL,WR166,1.2,2.2,1.7,,383.7,,0,0,0,1,12,0,0,,,,,,,,,,,,,,,,,4690143,00-0040075,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/grf2sg34y8tvysnqiamd"
Ladd McConkey,LAC,WR12,164.6,254.7,209.7,25.5,25.8,27,0,1.4,0,90.1,1206,7.5,0.7,,,,,,,,,,,,,,,,,4612826,00-0039915,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qsvdiebsa34jtkcrjpju"
Lawrence Cager,WAS,WR171,0,0,0,,635,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
LeQuint Allen Jr.,JAX,RB97,13.1,16.5,14.8,,681,,17,60.6,0.7,3.5,25.4,0.1,0,,,,,,,,,,,,,,,,,4911851,00-0040238,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i0utigksuuvo2njb9wtk"
Lil'Jordan Humphrey,DEN,WR148,4.4,8.4,6.4,,451.5,,0,0,0,4,44,0,0,,,,,,,,,,,,,,,,,4039057,00-0035406,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/otxrvkflhixz9akhmfqq"
Lucas Krull,DEN,TE69,12.7,22.6,17.6,,685,,0,0,0,9.9,90.3,0.6,0,,,,,,,,,,,,,,,,,4360231,00-0037539,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eolvpkk5jjmipuqmf5v6"
Luke Farrell,SF,TE86,8.1,14.2,11.1,,502,,0,0,0,6.1,58.5,0.4,0,,,,,,,,,,,,,,,,,4040612,00-0036887,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sccmpo8xbzdbjasmwcfj"
Luke Lachey,HOU,TE113,0,0,0,,412,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,4432338,00-0040250,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/na10krlvarkk0insgcil"
Luke McCaffrey,WAS,WR117,19.6,32.9,26.3,,278.7,,0,1,0,13.2,136.1,1,0.1,,,,,,,,,,,,,,,,,4426948,00-0039355,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iqzscuxu9lxjfhoyxsjg"
Luke Musgrave,GB,TE45,27.1,46.4,36.8,,342,,0,0,0,19.3,187,1.4,0,,,,,,,,,,,,,,,,,4428085,00-0039144,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/erqld7keza48co6umuaa"
Luke Schoonmaker,DAL,TE52,20.1,35,27.5,,400.3,,0,0,0,14.9,132.2,1.2,0,,,,,,,,,,,,,,,,,4372096,00-0038547,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mjaidpltef1ctqwrk5o5"
Luther Burden III,CHI,WR65,76,120.8,98.4,144.5,176.2,158.3,3.6,27.2,0.4,44.8,542.1,3.2,1.1,,,,,,,,,,,,,,,,,4685278,00-0040735,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iyuwdz7pbowdkwzq2tg5"
Mack Hollins,NE,WR113,22.1,34.4,28.3,,407.7,,0,1.7,0,12.3,153,1.1,0,,,,,,,,,,,,,,,,,2991662,00-0033555,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qbz7whjzsittudcecezw"
Malachi Corley,CLE,WR153,3.1,6.1,4.6,,752,,0,2,0,3,29,0,0,,,,,,,,,,,,,,,,,4613104,00-0039920,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lay1p8pvwrglmqorc6ev"
Malik Nabers,NYG,WR5,184.3,291.3,237.8,9,9.2,10.3,2.6,12.2,0,107,1343.6,8.3,0.6,,,,,,,,,,,,,,,,,4595348,00-0039337,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w3edoyyuomqlovvp9ixc"
Malik Washington,MIA,WR95,42.9,72.8,57.9,295,324.3,295,2,13.8,0.1,30,313,1.8,0.6,,,,,,,,,,,,,,,,,4569603,00-0039880,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kwcgtsbpd0rpwsgq2npe"
MarShawn Lloyd,GB,RB58,58.3,69.3,63.8,254,279.7,289,87.5,313.9,2.5,11,88.3,0.6,0.4,,,,,,,,,,,,,,,,,4429023,00-0039811,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ufhthbjqbgb6mggscdc9"
Mark Andrews,BAL,TE5,114.7,173.6,144.2,87.5,74.3,75,0,2,0,58.9,700.5,7.7,0.8,,,,,,,,,,,,,,,,,3116365,00-0034753,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wzx3p0hzm3qyqsrfqznb"
Marvin Harrison Jr.,ARI,WR18,152.7,231.4,192.1,40.5,41.8,39.3,0,3.2,0,78.7,1087.2,7.6,1,,,,,,,,,,,,,,,,,4432708,00-0039849,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hwpoo1icpnh8emjvqaii"
Marvin Mims Jr.,DEN,WR47,106.6,159.4,133,132.5,151.7,153.7,11.9,49.7,0.1,52.8,697.8,5.4,0.6,,,,,,,,,,,,,,,,,4686472,00-0038976,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zbdjtph5xplbf4yocz0l"
Mason Taylor,NYJ,TE23,68.2,119.7,94,184,226.3,202,0,0,0,51.5,518,3,0.8,,,,,,,,,,,,,,,,,4808766,00-0040736,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bk7wjtjt7dpc5qsuil4z"
Mason Tipton,NO,WR137,7.6,12.9,10.2,,773,,0,0,0,5.2,54.8,0.4,0,,,,,,,,,,,,,,,,,4573697,00-0039623,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ec09iyl2olrttgosoo8i"
Matthew Golden,GB,WR31,126.4,191.6,159,89.5,92.2,90.3,0.5,9.4,0,65.2,904.6,6.1,0.8,,,,,,,,,,,,,,,,,4701936,00-0040667,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gkbhlytvkltv5whjo3ru"
Michael Carter,TEN,RB113,3.2,4.7,4,,551.5,,0,21,0,1.5,11,0,0,,,,,,,,,,,,,,,,,4240657,00-0036924,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e1y7zhd7w3xbthodfa3m"
Michael Mayer,LV,TE37,36.8,65.3,51.1,,339.7,,0,0,0,28.5,262.1,1.8,0.1,,,,,,,,,,,,,,,,,4429086,00-0039066,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/crb4nzumiww6ftxcyiqm"
Michael Pittman Jr.,PIT,WR43,112.2,190.3,151.2,109.5,112.3,122.7,0.3,2,0,78.1,884.3,4.2,0.9,,,,,,,,,,,,,,,,,,,
Michael Wilson,ARI,WR62,78.6,123.5,101,244,279.8,268,1.9,8.9,0.1,44.9,540.2,4.1,0.5,,,,,,,,,,,,,,,,,4360761,00-0038559,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yc8awtck004bz2a5oeb8"
Mike Evans,SF,WR11,166.2,246,206.1,41.5,40,39.7,0,0,0,79.8,1073.5,10,0.5,,,,,,,,,,,,,,,,,16737,00-0031408,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yaxorbdsvk1ucfuiyrkj"
Mike Gesicki,CIN,TE21,69.8,120.6,95.2,204,252.8,213,0,0,0,50.8,501.3,3.4,0.4,,,,,,,,,,,,,,,,,3116164,00-0034829,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mfswo0trev4oi2gnb41e"
Mitch Tinsley,CIN,WR151,3.4,5.9,4.6,,378.3,,0,0,0,2.5,28.8,0.1,0,,,,,,,,,,,,,,,,,,,
Mitchell Evans,CAR,TE82,8.2,14.5,11.4,,450.7,,0,0,0,6.3,59.7,0.4,0,,,,,,,,,,,,,,,,,4683243,00-0040187,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbu3iik4i1mi6vllmwlz"
Mo Alie-Cox,IND,TE98,4.2,7,5.6,,442.7,,0,0,0,2.8,30.9,0.2,0,,,,,,,,,,,,,,,,,2998565,00-0033217,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qss1euhktuj7qje9heoi"
Moliki Matavao,NO,TE71,11.2,18.8,15,,,370,0,0,0,7.6,74.5,0.6,0,,,,,,,,,,,,,,,,,4432731,00-0040244,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rwiaj2lks7kzqbxdulyy"
Najee Harris,LAC,RB45,86.9,104.6,95.7,104,135,124.3,124.6,484.2,3.8,17.7,130,0.7,0.8,,,,,,,,,,,,,,,,,4241457,00-0036893,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/grfxgbvqnzz40r7rdtvk"
Nate Adkins,DEN,TE74,10.6,16.6,13.6,,534,,0,0,0,6,46,1,0,,,,,,,,,,,,,,,,,4383440,00-0038783,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/k3js5r3a9fl0q2gghqmv"
